mode	flight_number	callsign	aircraft_model_code	aircraft_model_description	aircraft_registration	airline_name	airline_iata	airline_icao	flight_origin_code_iata	flight_origin_code_icao	flight_origin_name	flight_origin_time_offset	flight_destination_code_iata	flight_destination_code_icao	flight_destination_name	flight_destination_time_offset	flight_departure_scheduled	flight_departure_real	flight_arrival_scheduled	flight_arrival_real	flight_duaration
arrivals	B62092	JBU2092	E190	Embraer ERJ-190AR	N231JB	JetBlue Airways	B6	JBU	ACK	KACK	Nantucket Memorial Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558391580	1558391592.0	1558396320	1558394115.0	2520.0
arrivals	B61452	JBU1452	A321	Airbus A321-231	N966JT	JetBlue Airways	B6	JBU	CUN	MMUN	Cancun International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558383600	1558383579.0	1558396125	1558395459.0	11880.0
arrivals	DL182	DAL182	B752	Boeing 757-231	N722TW	Delta Air Lines (SkyTeam Livery)	DL	DAL	SEA	KSEA	Seattle Tacoma International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375500	1558378185.0	1558395900	1558394965.0	16800.0
arrivals	DL4	DAL4	A332	Airbus A330-223	N860NW	Delta Air Lines	DL	DAL	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558369800	1558370737.0	1558395797	1558396328.0	25620.0
arrivals	AA4	AAL4	A321	Airbus A321-231	N113AN	American Airlines	AA	AAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375200	1558377570.0	1558395600	1558394893.0	17340.0
arrivals	DL5903	RPA5903	E170	Embraer ERJ-170LR	N880RW	Delta Connection	DL	DAL	CMH	KCMH	Columbus John Glenn International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387260	1558390451.0	1558395300	1558395498.0	5040.0
arrivals	BA2273	BAW2273	B772	Boeing 777-236(ER)	G-VIIX	British Airways	BA	BAW	LGW	EGKK	London Gatwick Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558366500	1558367411.0	1558395300	1558392976.0	25560.0
arrivals	B61042	JBU1042	A320	Airbus A320-232	N796JB	JetBlue Airways	B6	JBU	SAV	KSAV	Savannah Hilton Head International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387020	1558387489.0	1558395180	1558393579.0	6120.0
arrivals	B61536	JBU1536	A320	Airbus A320-232	N521JB	JetBlue Airways	B6	JBU	STI	MDST	Santiago de los Caballeros Cibao International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381140	1558382949.0	1558395000	1558394103.0	11160.0
arrivals	B62601	JBU2601	E190	Embraer ERJ-190AR	N198JB	JetBlue Airways	B6	JBU	BUF	KBUF	Buffalo Niagara International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558389120	1558389176.0	1558395000	1558393225.0	4020.0
arrivals	DL2974	DAL2974	B739	Boeing 737-932(ER)	N814DN	Delta Air Lines	DL	DAL	PDX	KPDX	Portland International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374960	1558375436.0	1558394940	1558392529.0	17100.0
arrivals	AA2218	AAL2218	B738	Boeing 737-823	N985NN	American Airlines	AA	AAL	SAN	KSAN	San Diego International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374240	1558375934.0	1558394940	1558393143.0	17220.0
arrivals	AF10	AFR010	A388	Airbus A380-861	F-HPJB	Air France	AF	AFR	CDG	LFPG	Paris Charles de Gaulle Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363800	1558364791.0	1558394400	1558391181.0	26400.0
arrivals	DL3934	SKW3934	E75L	Embraer ERJ-175LR	N264SY	Delta Connection	DL	DAL	CLE	KCLE	Cleveland Hopkins International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387320	1558388090.0	1558394220	1558392928.0	4860.0
arrivals	BA113	BAW33K	B772	Boeing 777-236(ER)	G-VIIS	British Airways	BA	BAW	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365300	1558367034.0	1558394100	1558392519.0	25500.0
arrivals	AA3586	ENY3586	E135	Embraer ERJ-140LR	N805AE	American Airlines	AA	AAL	YYZ	CYYZ	Toronto Pearson International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387200	1558395182.0	1558393980	1558399699.0	4500.0
arrivals	B61468	JBU1468	A321	Airbus A321-231	N959JB	JetBlue Airways	B6	JBU	PUJ	MDPC	Punta Cana International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558379040	1558379756.0	1558393920	1558392026.0	12300.0
arrivals	AV244	AVA244	A332	Airbus A330-243	N974AV	Avianca	AV	AVA	BOG	SKBO	Bogota El Dorado International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375200	1558376403.0	1558393907	1558394643.0	18240.0
arrivals	AS452	ASA452	B739	Boeing 737-990(ER)	N238AK	Alaska Airlines	AS	ASA	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373700	1558374494.0	1558393800	1558391622.0	17100.0
arrivals	AA4012	ENY4012	E135	Embraer ERJ-140LR	N846AE	American Eagle	AA	AAL	ORF	KORF	Norfolk International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387860	1558388744.0	1558393500	1558392358.0	3600.0
arrivals	B6480	JBU480	A321	Airbus A321-231	N958JB	JetBlue Airways	B6	JBU	MBJ	MKJS	Montego Bay Sangster International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381020	1558381771.0	1558393382	1558393819.0	12060.0
arrivals	B6662	JBU662	A321	Airbus A321-231	N971JT	JetBlue Airways	B6	JBU	BGI	TBPB	Bridgetown Grantley Adams International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374360	1558375314.0	1558393320	1558391444.0	16140.0
arrivals	AA1199	AAL1199	B772	Boeing 777-223(ER)	N751AN	"American Airlines (Azriel ""Al"" Blackman Sticker)"	AA	AAL	MIA	KMIA	Miami International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558382400	1558382900.0	1558393320	1558391803.0	8880.0
arrivals	DL5518	EDV5518	CRJ9	Bombardier CRJ-900LR	N326PQ	Delta Connection	DL	DAL	YUL	CYUL	Montreal Pierre Elliott Trudeau Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558386540	1558388183.0	1558393260	1558392744.0	4560.0
arrivals	FI615	ICE615	B763	Boeing 767-319(ER)	TF-ISP	Icelandair	FI	ICE	KEF	BIKF	Keflavik International Airport	0	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371600	1558372170.0	1558393200	1558392592.0	20400.0
arrivals	EK205	UAE4PV	A388	Airbus A380-861	A6-EEZ	Emirates	EK	UAE	MXP	LIMC	Milan Malpensa Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558361400	1558363174.0	1558393200	1558392247.0	29100.0
arrivals	AT200	RAM200	B789	Boeing 787-9 Dreamliner	CN-RGX	Royal Air Maroc	AT	RAM	CMN	GMMN	Casablanca Mohammed V International Airport	0	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365000	1558365783.0	1558393200	1558392969.0	27180.0
arrivals	DL5320	EDV5320	CRJ9	Bombardier CRJ-900LR	N186PQ	Delta Connection	DL	DAL	DCA	KDCA	Washington Ronald Reagan National Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558386600	1558387597.0	1558393080	1558390417.0	2820.0
arrivals	B6685	JBU685	E190	Embraer ERJ-190AR	N229JB	JetBlue Airways	B6	JBU	ROC	KROC	Rochester International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558387860	1558388691.0	1558393080	1558392247.0	3540.0
arrivals	DL1359	DAL1359	A321	Airbus A321-211	N309DN	Delta Air Lines	DL	DAL	MIA	KMIA	Miami International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381500	1558382467.0	1558393020	1558392414.0	9960.0
arrivals	IB6253	IBE6253	A346	Airbus A340-642	EC-JCZ	Iberia	IB	IBE	MAD	LEMD	Madrid Barajas Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363200	1558364570.0	1558392900	1558391912.0	27360.0
arrivals	EI109	EIN10E	A333	Airbus A330-302	EI-GCF	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365600	1558368436.0	1558392900	1558393311.0	24900.0
arrivals	DL5003	EDV5003	CRJ2	Bombardier CRJ-200LR	N8976E	Delta Connection	DL	DAL	ORF	KORF	Norfolk International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558386000	1558387451.0	1558392600	1558390521.0	3060.0
arrivals	DL300	DAL300	B752	Boeing 757-26D	N823DX	Delta Air Lines	DL	DAL	SXM	TNCM	Sint Maarten Princess Juliana International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376100	1558376653.0	1558392540	1558390185.0	13560.0
arrivals	B6324	JBU324	A321	Airbus A321-231	N978JB	JetBlue Airways	B6	JBU	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371720	1558373514.0	1558392540	1558390847.0	17340.0
arrivals	AA238	AAL238	A321	Airbus A321-231	N109NN	American Airlines	AA	AAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371600	1558372367.0	1558392540	1558390048.0	17700.0
arrivals	DL2533	DAL2533	A321	Airbus A321-211	N354DN	Delta Air Lines	DL	DAL	FLL	KFLL	Fort Lauderdale Hollywood International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381020	1558381988.0	1558392480	1558391702.0	9720.0
arrivals	VS9	VIR9M	B789	Boeing 787-9 Dreamliner	G-VYUM	Virgin Atlantic	VS	VIR	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558363500	1558364481.0	1558392300	1558389872.0	25380.0
arrivals	B62076	JBU2076	A320	Airbus A320-232	N504JB	JetBlue Airways	B6	JBU	MSY	KMSY	New Orleans Louis Armstrong International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380600	1558381608.0	1558392300	1558390961.0	9360.0
arrivals	DL5032	EDV5032	CRJ9	Bombardier CRJ-900ER	N538CA	Delta Connection	DL	DAL	ORD	KORD	Chicago O'Hare International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558383720	1558385488.0	1558392180	1558392183.0	6720.0
arrivals	B6690	JBU690	A321	Airbus A321-231	N903JB	JetBlue Airways	B6	JBU	MCO	KMCO	Orlando International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381740	1558382784.0	1558392180	1558390704.0	7920.0
arrivals	DL1707	DAL1707	A319	Airbus A319-114	N339NB	Delta Air Lines	DL	DAL	BOS	KBOS	Boston Logan International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558386240	1558386980.0	1558392000	1558389600.0	2640.0
arrivals	DL106	DAL106	A319	Airbus A319-114	N332NB	Delta Air Lines	DL	DAL	MSP	KMSP	Minneapolis Saint Paul International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381200	1558385771.0	1558392000	1558393507.0	7740.0
arrivals	DL1691	DAL1691	B712	Boeing 717-2BD	N963AT	Delta Air Lines	DL	DAL	CHS	KCHS	Charleston International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558383900	1558385854.0	1558391700	1558391555.0	5700.0
arrivals	AZ610	AZA610	B772	Boeing 777-243(ER)	EI-DBK	Alitalia	AZ	AZA	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558356600	1558357644.0	1558391700	1558389365.0	31740.0
arrivals	DL2164	DAL2164	B763	Boeing 767-332(ER)	N177DN	Delta Air Lines	DL	DAL	LAX	KLAX	Los Angeles International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370100	1558371939.0	1558391700	1558388428.0	16500.0
arrivals	B61532	JBU1532	A320	Airbus A320-232	N524JB	JetBlue Airways	B6	JBU	CTG	SKCG	Cartagena Rafael Nunez International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375560	1558376805.0	1558391668	1558392788.0	15960.0
arrivals	DL722	DAL722	B752	Boeing 757-232	N6707A	Delta Air Lines	DL	DAL	AUA	TNCA	Oranjestad Queen Beatrix International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376700	1558377839.0	1558391574	1558392681.0	14820.0
arrivals	FX9999		763			FedEx	FX	FDX	OAK	KOAK	Oakland International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371600		1558391460		
arrivals	B61298	JBU1298	A321	Airbus A321-231	N907JB	JetBlue Airways	B6	JBU	DEN	KDEN	Denver International Airport	-21600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558377240	1558377815.0	1558391400	1558389400.0	11580.0
arrivals	AA24		738			American Airlines	AA	AAL	ORD	KORD	Chicago O'Hare International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558382400		1558391340		
arrivals	DL1518	DAL1518	A321	Airbus A321-211	N305DN	Delta Air Lines	DL	DAL	TPA	KTPA	Tampa International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380900	1558388114.0	1558391340	1558396555.0	8460.0
arrivals	DL5344	EDV5344	CRJ9	Bombardier CRJ-900LR	N314PQ	Delta Connection	DL	DAL	PIT	KPIT	Pittsburgh International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558385100		1558391220		
arrivals	JL4	JAL4	B77W	Boeing 777-346(ER)	JA742J	Japan Airlines	JL	JAL	NRT	RJAA	Tokyo Narita International Airport	32400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558343400	1558344736.0	1558390800	1558390285.0	45540.0
arrivals	B61094	JBU1094	A320	Airbus A320-232	N516JB	JetBlue Airways	B6	JBU	AUS	KAUS	Austin Bergstrom International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376640	1558377357.0	1558390740	1558389073.0	11700.0
arrivals	B61056	JBU1056	A321	Airbus A321-231	N997JL	JetBlue Airways	B6	JBU	PLS	MBPV	Providenciales International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380300	1558380421.0	1558390738	1558391065.0	10620.0
arrivals	DL1473	DAL1473	A321	Airbus A321-211	N372DN	Delta Air Lines	DL	DAL	MCO	KMCO	Orlando International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380000	1558380602.0	1558390500	1558389153.0	8580.0
arrivals	DL2862	DAL2862	A320	Airbus A320-212	N365NW	Delta Air Lines	DL	DAL	AUS	KAUS	Austin Bergstrom International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375800	1558376517.0	1558390140	1558388640.0	12120.0
arrivals	B6302	JBU302	A321	Airbus A321-231	N973JT	JetBlue Airways	B6	JBU	FLL	KFLL	Fort Lauderdale Hollywood International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558378860	1558379727.0	1558390020	1558389242.0	9540.0
arrivals	AA2246	AAL2246	B738	Boeing 737-823	N857NN	American Airlines	AA	AAL	CLT	KCLT	Charlotte Douglas International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558382100	1558383007.0	1558389600	1558388739.0	5760.0
arrivals	AA978	AAL978	B738	Boeing 737-823	N967AN	American Airlines	AA	AAL	ANU	TAPA	Antigua V. C. Bird International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373280	1558373920.0	1558389600	1558389882.0	15960.0
arrivals	B6852	JBU852	A320	Airbus A320-232	N834JB	JetBlue Airways	B6	JBU	CUN	MMUN	Cancun International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558377060	1558379251.0	1558389544	1558391339.0	12060.0
arrivals	DL5216	EDV5216	CRJ9	Bombardier CRJ-900LR	N905XJ	Delta Connection	DL	DAL	RDU	KRDU	Raleigh-Durham International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558382220	1558383154.0	1558389540	1558387808.0	4680.0
arrivals	DL2421	DAL2421	B739	Boeing 737-932(ER)	N873DN	Delta Air Lines	DL	DAL	LAS	KLAS	Las Vegas McCarran International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370700	1558371607.0	1558389540	1558387367.0	15780.0
arrivals	DL944	DAL944	B739	Boeing 737-932(ER)	N886DN	Delta Air Lines	DL	DAL	PUJ	MDPC	Punta Cana International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374300	1558375848.0	1558389540	1558388515.0	12660.0
arrivals	DL1550	DAL1550	B739	Boeing 737-932(ER)	N917DU	Delta Air Lines	DL	DAL	SLC	KSLC	Salt Lake City International Airport	-21600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372200	1558373432.0	1558389360	1558387637.0	14220.0
arrivals	AS1005	ASA1005	A21N	Airbus A321-253N	N928VA	Alaska Airlines	AS	ASA	SFO	KSFO	San Francisco International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558368000	1558370292.0	1558389000	1558388166.0	17880.0
arrivals	DL718	DAL718	B738	Boeing 737-832	N395DN	Delta Air Lines	DL	DAL	MBJ	MKJS	Montego Bay Sangster International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376700	1558377903.0	1558388864	1558390076.0	12180.0
arrivals	B61192	JBU1192	E190	Embraer ERJ-190AR	N316JB	JetBlue Airways	B6	JBU	ACK	KACK	Nantucket Memorial Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558383960	1558384494.0	1558388820	1558386980.0	2460.0
arrivals	DL901	DAL901	B739	Boeing 737-932(ER)	N887DN	Delta Air Lines	DL	DAL	SDQ	MDSD	Santo Domingo Las Americas International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374540	1558375041.0	1558388700	1558387162.0	12120.0
arrivals	UX91	AEA091	A332	Airbus A330-243	EC-LQO	Air Europa	UX	AEA	MAD	LEMD	Madrid Barajas Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558358100	1558360514.0	1558388700	1558388023.0	27480.0
arrivals	B6242	JBU242	E190	Embraer ERJ-190AR	N323JB	JetBlue Airways	B6	JBU	HAV	MUHA	Havana Jose Marti International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376400	1558376280.0	1558388700	1558386892.0	10620.0
arrivals	DL5420	EDV5420	CRJ9	Bombardier CRJ-900LR	N928XJ	Delta Connection	DL	DAL	CVG	KCVG	Cincinnati Northern Kentucky International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380600	1558381383.0	1558388640	1558387736.0	6360.0
arrivals	B6882	JBU882	A320	Airbus A320-232	N639JB	JetBlue Airways	B6	JBU	UVF	TLPL	Vieux Fort Hewanorra International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558370700	1558370551.0	1558388520	1558386807.0	16260.0
arrivals	AA2194	AAL2194	B752	Boeing 757-223	N184AN	American Airlines	AA	AAL	DFW	KDFW	Dallas Fort Worth International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375140	1558376198.0	1558388520	1558387529.0	11340.0
arrivals	LY7	ELY007	B789	Boeing 787-9 Dreamliner	4X-EDB	El Al Israel Airlines	LY	ELY	TLV	LLBG	Tel Aviv Ben Gurion International Airport	10800	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558346400	1558348942.0	1558388400	1558388885.0	39960.0
arrivals	DL895	DAL895	B712	Boeing 717-2BD	N972AT	Delta Air Lines	DL	DAL	DTW	KDTW	Detroit Metropolitan Wayne County Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558381200	1558381829.0	1558388160	1558386620.0	4800.0
arrivals	DL5312	EDV5312	CRJ9	Bombardier CRJ-900LR	N915XJ	Delta Connection	DL	DAL	DFW	KDFW	Dallas Fort Worth International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374300	1558376017.0	1558388040	1558387068.0	11040.0
arrivals	B61322	JBU1322	A320	Airbus A320-232	N637JB	JetBlue Airways	B6	JBU	NAS	MYNN	Nassau Lynden Pindling International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558376880	1558377041.0	1558387980	1558386343.0	9300.0
arrivals	DL1869	DAL1869	B739	Boeing 737-932(ER)	N813DN	Delta Air Lines	DL	DAL	ATL	KATL	Atlanta Hartsfield-Jackson International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558378800	1558380914.0	1558387860	1558387941.0	7020.0
arrivals	B6958	JBU958	A321	Airbus A321-231	N905JB	JetBlue Airways	B6	JBU	AUA	TNCA	Oranjestad Queen Beatrix International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558372860	1558373169.0	1558387849	1558387899.0	14760.0
arrivals	DY7701	NAX1AJ	B789	Boeing 787-9 Dreamliner	LN-LNK	Norwegian (Victor Borge Livery)	DY	NAX	AMS	EHAM	Amsterdam Schiphol Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558358100	1558361816.0	1558387800	1558388290.0	26460.0
arrivals	B62638	JBU2638	A320	Airbus A320-232	N585JB	JetBlue Airways	B6	JBU	BQN	TJBQ	Aguadilla Rafael Hernandez Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373460	1558373313.0	1558387560	1558385445.0	12120.0
arrivals	DL3864	SKW3864	E75L	Embraer ERJ-175LR	N286SY	Delta Connection	DL	DAL	CLE	KCLE	Cleveland Hopkins International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380960	1558381669.0	1558387560	1558386063.0	4380.0
arrivals	DL477	DAL477	A333	Airbus A330-323	N802NW	Delta Air Lines	DL	DAL	BCN	LEBL	Barcelona El Prat Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558349100	1558350475.0	1558387551	1558379655.0	29160.0
arrivals	TK1	THY1	B77W	Boeing 777-3F2(ER)	TC-JJO	Turkish Airlines	TK	THY	IST	LTFM	Istanbul Airport	10800	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558348200	1558352337.0	1558387500	1558387780.0	35460.0
arrivals	VS45	VIR45W	A333	Airbus A330-343	G-VSXY	Virgin Atlantic	VS	VIR	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558359000	1558359684.0	1558387500	1558385631.0	25920.0
arrivals	DL676	DAL676	B752	Boeing 757-232	N695DL	Delta Air Lines	DL	DAL	STT	TIST	St. Thomas Cyril E. King Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374600	1558375038.0	1558387495	1558388122.0	13080.0
arrivals	BA115	BAW15K	B744	Boeing 747-436	G-CIVH	British Airways	BA	BAW	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558358700	1558360304.0	1558387200	1558385821.0	25500.0
arrivals	DL382	DAL382	B739	Boeing 737-932(ER)	N842DN	Delta Air Lines	DL	DAL	STI	MDST	Santiago de los Caballeros Cibao International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558373940	1558374593.0	1558387140	1558386123.0	11520.0
arrivals	DL1859	DAL1859	B752	Boeing 757-2Q8	N709TW	Delta Air Lines	DL	DAL	SFO	KSFO	San Francisco International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558366200	1558398284.0	1558387080	1558415510.0	17220.0
arrivals	DL787	DAL787	B739	Boeing 737-932(ER)	N881DN	Delta Air Lines	DL	DAL	CUN	MMUN	Cancun International Airport	-18000	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374900	1558376287.0	1558387062	1558388801.0	12540.0
arrivals	1I752		CL3			NetJets	1I	EJA	CTH	KMQS	Coatesville Chester County Area Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558384800		1558386960		
arrivals	DL5333	EDV5333	CRJ2	Bombardier CRJ-200LR	N8936A	Delta Connection	DL	DAL	IAD	KIAD	Washington Dulles International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558380420	1558382283.0	1558386960	1558385315.0	3060.0
arrivals	AA251	AAL251	B738	Boeing 737-823	N981AN	American Airlines	AA	AAL	MIA	KMIA	Miami International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375560	1558376073.0	1558386840	1558385025.0	8940.0
arrivals	B6634	JBU634	A320	Airbus A320-232	N559JB	JetBlue Airways	B6	JBU	PAP	MTPP	Port-au-Prince Toussaint Louverture International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365480	1558375554.0	1558386824	1558389001.0	13440.0
arrivals	DL372	DAL372	B738	Boeing 737-832	N3750D	Delta Air Lines	DL	DAL	NAS	MYNN	Nassau Lynden Pindling International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558375020	1558405505.0	1558386600	1558414191.0	8700.0
arrivals	AA105	AAL105	B77W	Boeing 777-323(ER)	N734AR	American Airlines	AA	AAL	LHR	EGLL	London Heathrow Airport	3600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558357500	1558358163.0	1558386300	1558383782.0	25620.0
arrivals	AA164	AAL164	A321	Airbus A321-231	N112AN	American Airlines	AA	AAL	SFO	KSFO	San Francisco International Airport	-25200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558365300	1558371372.0	1558386120	1558389886.0	18540.0
arrivals	DL2427	DAL2427	B739	Boeing 737-932(ER)	N866DN	Delta Air Lines	DL	DAL	DEN	KDEN	Denver International Airport	-21600	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558371600	1558373818.0	1558386060	1558384790.0	10980.0
arrivals	AA9241		772			American Airlines	AA	AAL	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558351800		1558386000		
arrivals	B61834	JBU1834	A320	Airbus A320-232	N633JB	JetBlue Airways (Brooklyn Nets Livery)	B6	JBU	PAP	MTPP	Port-au-Prince Toussaint Louverture International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374000	1558374580.0	1558385924	1558387477.0	12900.0
arrivals	DL407	DAL407	A332	Airbus A330-223	N857NW	Delta Air Lines	DL	DAL	ZRH	LSZH	Zurich Airport	7200	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558352400	1558354480.0	1558385197	1558383062.0	28560.0
arrivals	B6584	JBU584	A321	Airbus A321-231	N956JT	JetBlue Airways	B6	JBU	MCO	KMCO	Orlando International Airport	-14400	JFK	KJFK	New York John F. Kennedy International Airport	-14400	1558374840	1558378226.0	1558385160	1558385949.0	7740.0
